Nom,Code
 NORTH PALM BEACH ,KF45
 OCALA MUNI       ,KOCF
 OCEAN REEF       ,KOCR
 OKEECHOBEE CTY   ,KOBE
 ORLANDO          ,KMCO
 ORLANDO          ,KORL
 ORMOND BEACH VOR ,KOMN
 PALATKA MUNI     ,K28J
 PALM COAST       ,KXFL
 PANAMA CITY      ,KECP
 PANAMA CITY      ,KPFN
 PATRICK AFB/COCO ,KCOF
 PENSACOLA        ,KPNS
 PENSACOLA NAS    ,KNPA
 PERRY FOLEY      ,K40J
 PERRY FOLEY      ,KFPY
 PLACIDA          ,K54A
 PLANT CITY MUNI  ,KPCM
 POMPANO BEACH    ,KPMP
 PORT RICHEY      ,KX41
 PUNTA GORDA      ,KPGD
 QUINCY           ,K2J9
 SANFORD/ORLANDO  ,KSFB
 SARASOTA/BRADENT ,KSRQ
 SEBASTIAN        ,KX26
 SEBRING          ,KSEF
 SETTLEMENT POIN  ,    
 SOMBRERO KEY     ,    
 ST AUGUSTINE     ,KSGJ
 ST JOHNS LIGHT   ,    
 ST PETERS/ALBERT ,KSPG
 ST PETERSBURG    ,KPIE
 STUART/WITHAM    ,KSUA
 TALLAHASSEE      ,KTLH
 TALLAHASSEE/WFO  ,KTAE
 TAMPA BAY/RUSKIN ,KTBW
 TAMPA            ,KTPA
 TAMPA/O KNIGHT   ,KTPF
 TAMPA/VANDENBURG ,KVDF
 THE VILLAGES     ,KVVG
 TITUSVILLE       ,KTIX
 TYNDALL AFB      ,KPAM
 TYNDALL DRONE    ,KTDR
 VENICE           ,KVNC
 VENICE PIER      ,    
 VERO BEACH       ,KTRV
 VERO BEACH       ,KVRB
 WEST PALM BEACH  ,KPBI
 WHITING FLD NAS  ,KNSE
 WILLISTON        ,KX60
 WINTER HAVEN     ,KGIF
 ZEPHYRHILLS      ,KZPH
 ALBANY           ,KABY
 ALMA             ,KAMG
 AMERICUS         ,KACJ
 ATHENS           ,KAHN
 ATLANTA/ARTCC    ,KZTL
 ATLANTA/FULTON   ,KFTY
 ATLANTA          ,KATL
 ATLANTA/PAULDING ,KPUJ
 ATLANTA RFC      ,KALR
 ATLANTA/RFC      ,KATR
 AUGUSTA/BUSH     ,KAGS
 AUGUSTA/DANIEL   ,KDNL
 BAINBRIDGE       ,KBGE
 BAXLEY MUNI      ,KBHC
 BLAIRSVILLE      ,KDZJ
 BLAKELY EARLY C  ,K11J
 BLAKELY EARLY C  ,KBIJ
 BRUNSWICK/GLYNCO ,KBQK
 BRUNSWICK        ,KSSI
 BUTLER           ,K6A1
 CALHOUN          ,KCZL
 CAMILLA          ,KCXU
 CANON            ,K18A
 CANTON/CHEROKEE  ,K47A
 CANTON/CHEROKEE  ,KCNI
 CARROLLTON/GRAY  ,KCTJ
 CARTERSVILLE     ,KVPC
 CLAXTON/EVANS CO ,KCWV
 COCHRAN          ,K48A
 COLUMBUS         ,KCSG
 CORDELE          ,KCKF
 CORNELIA         ,KAJR
 COVINGTON        ,K9A1
 COVINGTON        ,KCVC
 DALTON           ,KDNN
 DOBBINS AFB/MARI ,KMGE
 DONALDSON        ,K17J
 DOUGLAS MUNI     ,KDQH
 DUBLIN           ,KDBN
 EASTMAN          ,KEZM
 ELBERTON PATZ F  ,K27A
 ELBERTON PATZ F  ,KEBA
 FITZGERALD       ,KFZG
 FT BENNING/COLUM ,KLSF
 FT STEWART/WRIGH ,KLHW
 GAINESVILLE      ,KGVL
 GILMORE COUNTY   ,K49A
 GREENSBORO       ,K3J7
 GRIFFIN-SPALDING ,K6A2
 HAMPTON/CLAY CNT ,K4A7
 HAMPTON/HENRY    ,KHMP
 HAZELHURST       ,KAZE
 HOMERVILLE       ,KHOE
 JASPER           ,KJZP
 JEFFERSON        ,K19A
 JEFFERSON        ,KJCA
 JESUP/WAYNE CTY  ,KJES
 LAFAYETTE        ,K9A5
 LA GRANGE        ,KLGC
 LAWRENCEVILLE    ,KLZU
 LOUISVILLE       ,K2J3
 MACON            ,KMCN
 MARIETTA MCCOLUM ,KRYY
 MCDUFFIE/THOMSON ,KHQU
 MC RAE           ,KMQW
 METTER           ,KHME
 METTER           ,KMHP
 MILLEDGEVILLE    ,KMLJ
 MILLEN           ,K2J5
 MONROE           ,KD73
 MOODY AFB/88D    ,KVAX
 MOODY AFB/VALDOS ,KVAD
 MOULTRIE MUNI    ,KMGR
 MOULTRIE/SPENCE  ,KMUL
 NEWNAN           ,KCCO
 PEACHTREE CITY   ,KFFC
 PEACHTREE/DEKALB ,KPDK
 PECAN (ALBANY)   ,KPZD
 PERRY HOUSTON CN ,KPXE
 PINE MOUNTAIN    ,KPIM
 REIDSVILLE       ,KRVJ
 ROBINS AFB/88D   ,KJGX
 ROME             ,KRMG
 SANDERSVILLE     ,KOKZ
 SAVANNAH/HUNTER  ,KSVN
 SAVANNAH         ,KSAV
 SAVANNAH LIGHT   ,    
 STATESBORO       ,KTBR
 SWAINSBORO       ,KSBO
 SYLVANIA         ,KJYL
 THOMASTON UPSON  ,KOPN
 THOMASVILLE      ,KTVI
 TIFTON           ,KTMA
 TOCCOA           ,KTOC
 TOCCOA VOR       ,KODF
 VALDOSTA REGIONA ,KVLD
 VIDALIA MUNI     ,KVDI
 WARNER ROBINS AF ,KWRB
 WASHINGTON       ,KIIY
 WAYCROSS/WARE CO ,KAYS
 WINDER/BARROW    ,KWDR
 BARBERS PT NAS   ,PHNA
 BARKING SANDS/KA ,PHBK
 BRADSHAW AAF/HAW ,PHSF
 FR FRIGATE SHOAL ,    
 HANA             ,PHHN
 HICKAM AFB       ,PHIK
 HICKAM AWC       ,PHWR
 HILO             ,PHTO
 HONOLULU/ARTCC   ,PZHN
 HONOLULU         ,PHNL
 HONOLULU/WFO     ,PHFO
 KAANAPALI        ,PHKP
 KAHULUI          ,PHOG
 KAILUA/KONA      ,PHKO
 KALAELOA         ,PHJR
 KALAUPAPA        ,PHLU
 KAMUELA/WAIMEA   ,PHMU
 KANEOHE MCAS     ,PHNG
 KOHALA 88D       ,PHKM
 KOKEE            ,PHAC
 LAHAINA/WEST MAU ,PHJH
 LANAI CITY AIRPO ,PHNY
 LIHUE/KAUAI IS   ,PHLI
 MIDWAY ISLAND NA ,PMDY
 MOLOKAI/KUKUI    ,PHMO
 MOLOKAI          ,PHMK
 NAALEHU/S HAWAII ,PHWA
 NUMILA/S KAUAI   ,PHKI
 PEARL HARBOR     ,PHNC
 UPOLU            ,PHUP
 WHEELER AFB/OAHU ,PHHI
 ALGONA           ,KAXA
 AMES             ,KAMW
 ANKENY           ,KIKV
 ATLANTIC         ,KAIO
 AUDUBON          ,KADU
 BOONE MUNI       ,KBNW
 BURLINGTON       ,KBRL
 CARROLL          ,KCIN
 CEDAR RAPIDS     ,KCID
 CENTERVILLE MUNI ,KTVK
 CHARITON         ,KCNC
 CHARLES CITY     ,KCCY
 CHEROKEE         ,KCKP
 CLARINDA         ,KICL
 CLARION          ,KCAV
 CLINTON MUNI     ,KCWI
 COUNCIL BLUFFS   ,KCBF
 CRESTON          ,KCSQ
 DAVENPORT/QUAD C ,KDVN
 DECORAH          ,KDEH
 DENISON          ,KDNS
 DES MOINES       ,KDSM
 DUBUQUE          ,KDBQ
 ESTHERVILLE      ,KEST
 FAIRFIELD        ,KFFL
 FOREST CITY      ,KFXY
 FORT DODGE       ,KFOD
 FORT MADISON     ,KFSW
 GRINNELL REG     ,KGGI
 HAMPTON          ,KHPT
 HARLAN MUNI      ,KHNR
 INDEPENDENCE     ,KIIB
 IOWA CITY        ,KIOW
 IOWA FALLS MUNI  ,KIFA
 JOHNSTON/DESMOIN ,KDMX
 KEOKUK MUNI      ,KEOK
 KNOXVILLE        ,KOXV
 LAMONI           ,K0Y7
 LAMONI           ,K3OI
 LAMONI           ,KLMN
 LAMONI           ,KLWD
 LE MARS          ,KLRJ
 MARSHALLTOWN     ,KMIW
 MASON CITY       ,KMCW
 MAURICE          ,KSXK
 MONTICELLO MUNI  ,KMXO
 MT PLEASANT      ,KMPZ
 MUSCATINE        ,KMUT
 NEWTON MUNI      ,KTNU
 OELWEN           ,KOLZ
 ORANGE CITY      ,KORC
 OSCEOLA MUNI     ,KI75
 OSKALOOSA MUNI   ,KOOA
 OTTUMWA          ,KOTM
 PELLA            ,KPEA
 PERRY MUNI       ,KPRO
 RED OAK          ,KRDK
 SHELDON          ,KSHL
 SHENANDOAH MUNI  ,KSDA
 SIOUX CITY       ,KSUX
 SLATER PROFILER  ,    
 SPENCER          ,K3SE
 SPENCER          ,KSPW
 STORM LAKE       ,KSLB
 VINTON           ,KVTI
 WASHINGTON       ,KAWG
 WATERLOO         ,KALO
 WEBSTER CITY     ,KEBS
 ADA COUNTY/BOISE ,KCBX
 BOISE            ,KBOI
 BONNERS FERRY    ,K65S
 BURLEY           ,KBYI
 CALDWELL (AWOS)  ,KU35
 CALDWELL         ,KEUL
 CHALLIS          ,KLLJ
 CHALLIS          ,KU15
 COEUR D'ALENE    ,KCOE
 DRIGGS REED MEM  ,KDIJ
 DUBIOS (VOR)     ,KDBS
 GOODING          ,KGNG
 GRANGEVILLE      ,KGIC
 GRANGEVILLE      ,KS80
 HAILEY/FRIEDMAN  ,KSUN
 IDAHO FALLS      ,KIDA
 JEROME COUNTY    ,KJER
 JEROME           ,KU73
 LEWISTON         ,KLWS
 LOWELL/ELK CITY  ,KP69
 MALAD CITY       ,KMLD
 MALTA (AWRS)     ,K77M
 MCCALL           ,KMYL
 MCCALL (VOR)     ,KDNJ
 MOUNTAIN HOME    ,KMUO
 MULLAN (AWRS)    ,KS06
 MULLAN PASS      ,KMLP
 NAMPA            ,KMAN
 PARIS            ,K1U7
 POCATELLO        ,KPIH
 REXBURG          ,KRXE
 REXBURG          ,KU11
 SALMON (AWRS)    ,K27U
 SALMON/LEMHI     ,KSMN
 SALMON/VOR       ,KLKT
 SAYLOR CREEK     ,KMI1
 SODA SPRINGS     ,KU78
 SPENCER          ,KS14
 SPRINGFIELD/PIH  ,KSFX
 STANLEY          ,KSNT
 TWIN FALLS       ,KTWF
 WALL/SANDPOINT   ,KSZT
 ALTON/ST LOUIS R ,KALN
 BLOOMINGTON/NORM ,KBMI
 BRADFORD/VOR     ,KBDF
 CAHOKIA/ST LOUIS ,KCPS
 CAIRO            ,KCIR
 CARBONDALE/MURPH ,KMDH
 CARMI MUNI       ,KCUL
 CENTRALIA        ,KENL
 CHAMPAIGN/URBANA ,KCMI
 CHICAGO/ARTCC    ,KZAU
 CHICAGO/AURORA   ,KARR
 CHICAGO/DUPAGE   ,KDPA
 CHICAGO          ,KCHI
 CHICAGO          ,KMDW
 CHICAGO/LANSING  ,KIGQ
 CHICAGO/MEIGS    ,KCGX
 CHICAGO O'HARE   ,KORD
 DANVILLE         ,KDNV
 DECATUR          ,KAXC
 DECATUR          ,KDEC
 DE KALB          ,KDKB
 DIXON            ,KC73
 EFFINGHAM        ,K1H2
 FAIRFIELD        ,KFWC
 FLORA            ,KFOA
 FREEPORT         ,KFEP
 GALESBURG        ,KGBG
 GLENVIEW NAS     ,KNBU
 GREENVILLE       ,KGRE
 HARRISBURG       ,KHSB
 JACKSONVILLE     ,KIJX
 JOLIET           ,KJOT
 KANKAKEE         ,KIKK
 LACON            ,KC75
 LAWRENCEVILLE    ,KLWV
 LINCOLN          ,K3LC
 LINCOLN          ,KAAA
 LINCOLN          ,KILX
 LITCHFIELD MUNI  ,K3LF
 MACOMB MUNI      ,KMQB
 MARION REGIONAL  ,KMWA
 MARSEILLES       ,KMMO
 MATTOON/CHARLEST ,KMTO
 METROPOLIS       ,KM30
 MOLINE/QUAD CITY ,KMLI
 MONEE            ,KC56
 MORRIS-WASHBURN  ,KC09
 MOUNT CARMEL     ,KAJG
 MOUNT STERLING   ,KI63
 MOUNT VERNON     ,KMVN
 OLNEY-NOBLE      ,KOLY
 PALWAUKEE        ,KPWK
 PARIS            ,KPRG
 PEORIA           ,KPIA
 PERU             ,KVYS
 PITTSFIELD       ,KPPQ
 PONTIAC          ,KPNT
 QUINCY MUNI/BALD ,KUIN
 RANTOUL          ,K2I5
 RANTOUL          ,KTIP
 ROBINSON MUNI    ,KRSV
 ROCHELLE/KORITZ  ,K12C
 ROCHELLE/KORITZ  ,KRPJ
 ROCKFORD         ,KRFD
 ROMEOVILLE/CHI   ,KLOT
 SALEM/LECKRONE   ,KSLO
 SAVANNA/TRITOWN  ,KSFY
 SCHAUMBURG       ,K06C
 SCOTT AFB/BELLEV ,KBLV
 SPARTA           ,KSAR
 SPRINGFIELD      ,KSPI
 STERLING ROCKFAL ,KSQI
 TAYLORVILLE      ,KTAZ
 VANDALIA         ,KVLA
 WAUKEGAN         ,KUGN
 WINCHESTER PROFI ,    
 ANDERSON MUNICIP ,KAID
 ANGOLA           ,KANQ
 ATTERBURY        ,KHBE
 AUBURN DEKALB C  ,KGWB
 BATESVILLE       ,KHLB
 BEDFORD          ,KBFR
 BLOOMINGTON      ,KBMG
 COLUMBUS         ,KBAK
 CONNERSVILLE     ,KCEV
 CRAWFORDSVILLE   ,KCFJ
 DAVIESS COUNTY   ,KDCY
 ELKHART MUNICIPA ,KEKM
 EVANSVILLE       ,KEVV
 EVANSVILLE(88D)  ,KVWX
 FORT WAYNE       ,KFWA
 FORT WAYNE SMITH ,KSMD
 FRANKFORT        ,KFKR
 FRENCH LICK      ,KFRH
 GARY REGIONAL    ,KGYY
 GOSHEN           ,KGSH
 GREENCASTLE      ,K4I7
 GREENCASTLE      ,KGPC
 GREENWOOD        ,KHFY
 GRISSOM AFB/PERU ,KGUS
 HIMSEL AAF       ,K1II
 HUNTINGBURG      ,KHNB
 HUNTINGTON       ,KHHG
 INDIANAPOL/ARTCC ,KZID
 INDIANAPOLIS/EAG ,KI14
 INDIANAPOLIS EXC ,KTYQ
 INDIANAPOLIS     ,KEYE
 INDIANAPOLIS     ,KIND
 INDIANAPOLIS REG ,KMQJ
 INDIANAPOLIS MET ,KUMP
 JEFFERSON PRVG   ,    
 JEFFERSONVILLE   ,KJVY
 KENDALLVILLE     ,KC62
 KNOX STARKE CTY  ,KOXI
 KOKOMO           ,KOKK
 LAFAYETTE        ,KLAF
 LAFAYETTE VOR    ,KBVT
 LA PORTE         ,KPPO
 LOGANSPORT       ,KGGP
 MADISON          ,KIMS
 MARION MUNI      ,KMZZ
 MICHIGAN CITY    ,KMGC
 MONTICELLO/WHITE ,KMCX
 MUNCIE           ,KMIE
 NORTH WEBSTER    ,KIWX
 PLYMOUTH         ,KC65
 POCKET CITY VOR  ,KPXV
 PORTLAND         ,KPLD
 RENSSELAER       ,KRZL
 RICHMOND         ,KRID
 ROCHESTER        ,KRCR
 SHELBYVILLE      ,K3SM
 SHELBYVILLE      ,KGEZ
 SOUTH BEND       ,KSBN
 TERRE HAUTE      ,KHUF
 TERRE HAUTE VOR  ,KTTH
 VALPARAISO       ,KVPZ
 WARSAW MUNI      ,KASW
 WOLCOTT PROFILER ,    
 ABILENE          ,KK78
 ALMA/TOPEKA      ,KTWX
 ATWOOD           ,KADT
 AUGUSTA          ,K3AU
 BASSETT          ,KK88
 BENTON           ,K1K1
 BURLINGTON       ,KUKL
 CHANUTE          ,KCNU
 COFFEYVILLE      ,KCFV
 COLBY            ,KCBK
 COLDWATER        ,K3K8
 CONCORDIA        ,KCNK
 DODGE CITY       ,KDDC
 ELDORADO         ,KEQA
 ELKHART          ,K1K5
 ELKHART          ,KEHA
 ELLSWORTH        ,K9K7
 EMPORIA          ,KEMP
 EUREKA           ,K13K
 FORT LEAVENWORTH ,KFLV
 FORT SCOTT       ,KFSK
 FT RILEY/MARSHAL ,KFRI
 GARDEN CITY      ,KGCK
 GARNETT          ,KK68
 GOODLAND         ,KGLD
 GREAT BEND       ,KGBD
 GRINNELL         ,KGNL
 HARPER           ,K8K2
 HAVILAND PROFILE ,KHVL
 HAYS MUNI        ,KHYS
 HERNDON          ,KHD7
 HILL CITY        ,KHLC
 HILLSBORO        ,    
 HILLSBORO PROFIL ,    
 HOXIE            ,KHOX
 HUGOTON          ,KHQG
 HUGOTON          ,KHQG
 HUTCHINSON       ,KHUT
 INDEPENDENCE     ,KIDP
 JENNINGS         ,KJN8
 JOHNSON CITY     ,KJHN
 JOHNSON          ,K2K3
 KINGMAN          ,K9K8
 LAKIN            ,K36K
 LAWRENCE         ,KLWC
 LEOTI/HOARD MEML ,K3K7
 LIBERAL          ,KLBL
 LOGAN            ,KLG5
 LYONS            ,KLYO
 MANHATTAN        ,KMHK
 MARYSVILLE       ,KMYZ
 MCCONNELL AFB    ,KIAB
 MCPHERSON        ,KMPR
 MEDICINE LODGE   ,KP28
 NEODESHA PROFILE ,    
 NEW ALMELO       ,KAL8
 NEWTON           ,KEWK
 NORTON           ,KNRN
 OAKLEY           ,KOEL
 OBERLIN          ,KOIN
 OLATHE/EXECUTIVE ,KOJC
 OLATHE/INDUSTRIA ,KIXD
 OSWEGO/VOR       ,KOSW
 OTTAWA           ,KOWI
 PARSONS          ,KPPF
 PHILLIPSBURG     ,KPHG
 PITTSBURG        ,KPTS
 PRATT INDUST     ,KPTT
 RUSSELL          ,KRSL
 SALINA           ,KSLN
 SCOTT CITY       ,KTQK
 SMITH CENTER     ,KK82
 SMOKEY HILL GUN  ,    
 ST FRANCIS       ,KSYF
 SUBLETTE         ,K19S
 SYRACUSE         ,K3K3
 TOPEKA/FORBES    ,KFOE
 TOPEKA           ,KTOP
 TRIBUNE          ,KTRB
 ULYSSES          ,KULS
 WAKEENEY         ,KWK6
 WELLINGTON       ,KEGT
 WICHITA/BEECH    ,KBEC
 WICHITA/JABARA   ,K3KM
 WICHITA/JABARA   ,KAAO
 WICHITA          ,KICT
 WINFIELD/ARKANSA ,KWLD
 ASHLAND          ,KDWU
 BARDSTOWN        ,KBRY
 BIG SANDY RGNL   ,KSJS
 BOWLING GREE     ,KBWG
 CAMPBELLSVILLE   ,KAAS
 COVINGTON        ,KCVG
 DANVILLE         ,KDVK
 ELIZABETHTOWN    ,KEKX
 FALMOUTH         ,KK62
 FLEMINGSBURG     ,KFGX
 FORT KNOX/88D    ,KLVX
 FORT KNOX/GODMAN ,KFTK
 FRANKFORT        ,KFFT
 GEORGETOWN       ,K27K
 GLASGOW          ,KGLW
 GREENVILLE       ,KM21
 HARLAN           ,KI35
 HAZARD           ,KCPF
 HENDERSON CITY   ,KEHR
 HENDERSON CITY   ,KI26
 HOPKINSVILLE     ,KHOP
 HOPKINTON/F CAMB ,KHPX
 LEBANON-SPRINGFI ,K6I2
 LEWISPORT        ,KKY8
 LEXINGTON        ,KLEX
 LONDON           ,KLOZ
 LOUISVILLE/BOWMN ,KLOU
 LOUISVILLE       ,KSDF
 LOUISVILLE VOR   ,KIIU
 LOUISVILLE/WFO   ,KLMK
 MADISONVILLE     ,K2I0
 MARION           ,K5M9
 MARION           ,KGDA
 MAYFIELD         ,KM25
 MIDDLESBORO-BELL ,K1A6
 MONTICELLO/WAYNE ,KEKQ
 MOREHEAD         ,KM97
 MOREHEAD         ,KSYM
 MOUNT STERLING   ,KIOB
 MURRAY KYLE-OAK  ,KCEY
 NOCTOR/JACKSON   ,KJKL
 OWENSBORO/DAVIES ,KOWB
 PADUCAH          ,KPAH
 PIKEVILLE        ,KPBX
 PIKEVILLE (RAMOS ,K5I3
 PRESTONBURG      ,KK22
 RICHMOND         ,KRGA
 RICHMOND/MADISON ,KI39
 SOMERSET         ,KSME
 STURGIS          ,KTWT
 TOMPKINSVILLE    ,KTZV
 WILLIAMSBURG     ,KBYL
 ABBEVILLE CC MEM ,K0R3
 ABBEVILLE CC MEM ,KIYA
 ALEXANDRIA/AFB   ,K01R
 ALEXANDRIA       ,KAEX
 ALEXANDRIA       ,KESF
 AMELIA/LAKE PALO ,K7R3
 ATLANTIS    OILP ,KATP
 AUDUBON PARK     ,KAUD
 BARKSDALE AFB    ,KBAD
 BASTROP MOREHOUS ,K2F8
 BASTROP MOREHOUS ,KBQP
 BATON ROUGE      ,KBTR
 BOGALUSA CARR F  ,KBXA
 BOOTHVILLE HEL   ,KLNQ
 BOOTHVILLE       ,KBVE
 CAMERON HELIPORT ,K7R5
 CAMERON          ,KCVW
 CHENAULT/LK CHAS ,KCWF
 DEQUINCEY IND AR ,K5R8
 DERIDDER/FSS     ,KDRI
 E CAMERON278OILP ,KEHC
 E CAMERON 321A   ,KEZP
 E CAMERON 346    ,KE12
 E CAMERON 47JP   ,KCMB
 EUGENE I 215OILP ,KEIR
 EUGENE IS. 266C  ,K41I
 EUGENE IS 330    ,K3B6
 EUGENE ISLAND 25 ,KEKE
 FORT POLK FR     ,KPOE
 FOURCHON (SAWRS) ,K9F2
 FULLERTON/POLK   ,KBKB
 GALLIANO HELIPRT ,K2GL
 GALLIANO HELIPRT ,K2LS
 GALLIANO         ,KGAO
 GALLIANO         ,KL49
 GARDEN BANKS172  ,KGHB
 GARDEN BANKS 23  ,    
 GARDEN BANKS 426 ,KAGI
 GOMEX 354        ,KSQE
 GONZALES         ,KL38
 GONZALES         ,KREG
 GRAND CHEINER    ,KL29
 GRAND CHENIER    ,K3L4
 GRAND ISLE (SAWR ,KAXO
 GRAND ISLE (VOR) ,KLEV
 GREEN CANYON 184 ,KG01
 GREEN CANYON 184 ,KXCN
 GREEN CANYON 19  ,KXER
 GREEN CANYON 338 ,KGRY
 GREEN CANYON 52  ,K28K
 HAMMOND          ,KHDC
 HARVEY/N ORLEANS ,KHRV
 HIGH IS. 179A    ,KXIH
 HIGH IS. 264C    ,KH08
 HIGH IS. A489B   ,KL40
 HIGH IS. A572C   ,KH39
 HIGH ISLAND 334A ,KH02
 HIGH ISLAND 511  ,K01T
 HOUMA TERREBONNE ,KHUM
 INDEPEDENCE 920  ,KIPN
 INTRACOASTAL CIT ,K7R4
 JENNINGS         ,K3R7
 KEATHLEY C 875   ,K18H
 LAFAYETTE        ,KLFT
 LAKE CHARLES     ,KLCH
 LEEVILLE         ,K7R2
 MAGNOLIA OILP    ,KGBK
 MAIN PASS 133C   ,    
 MAIN PASS 140B   ,KMIS
 MAIN PASS 289C   ,KVKY
 MAIN PASS 299    ,KMPM
 MANFIELD         ,K3F3
 MARATHON-VENICE  ,K5LA
 MINDEN           ,KF24
 MINDEN           ,KMNE
 MISS CANYAN 807  ,KCYD
 MISS CANYON 311A ,KMDJ
 MISS CANYON 474  ,KIKT
 MISS CANYON 724  ,KGLX
 MISS. CANYON     ,K1G7
 MISSISSIPPI CANY ,KDSF
 MONROE           ,KMLU
 NATCHITOCHES     ,KIER
 NEW IBERIA       ,KARA
 NEW ORLEANS/INTL ,KMSY
 NEW ORLEANS/LAKE ,KNEW
 NEW ORLEANS NAS  ,KNBG
 NEW ORLEANS RFC  ,KORN
 NEW ORLEANS/SUPE ,K7N0
 NEW ORLEANS/SUPE ,KVSH
 NEW ROADS        ,KHZR
 OAKDALE ALLEN P  ,KACP
 OAKDALE ALLEN P  ,KL42
 OFFSHORE         ,KH78
 OPELOUSAS        ,KOPL
 PATTERSON MEMORI ,KPTN
 PEASON RIDG/POLK ,KAQV
 PHI OIL PLATF    ,K4C0
 PORT FOURCHON    ,KXPY
 RESERVE          ,K1L0
 RESERVE          ,KAPS
 RUSTON REGIONAL  ,KRSN
 SABINE 13B  OILP ,KVBS
 SALT POINT       ,KP92
 SELF STRIP/POLK  ,KDNK
 SHIP SHOAL178    ,KSPR
 SHIP SHOAL 198G  ,KS65
 SHIP SHOAL 207   ,KGSM
 SHIP SHOAL 224A  ,KS02
 SHIP SHOAL 241   ,KPZZ
 SHREVEPORT/DWNTN ,KDTN
 SHREVEPORT       ,KSHV
 SHREVEPORT(VOR)  ,KEIC
 SLIDELL 22       ,KASD
 SLIDELL/88D      ,KLIX
 SLIDELL          ,K6R0
 SLIDELL          ,KSIL
 S MARSH268  OILP ,KSCF
 S MARSH ISL 268  ,KSRN
 S MARSH ISLAND   ,K7R8
 SOUTHLAND FIELD  ,KL75
 SOUTH PASS 89E   ,KMTK
 SOUTH TIMBALIER  ,KS58
 SOUTHWEST PASS   ,    
 S. PASS BLK 62A  ,KH18
 S TIMBALIER 301B ,KSTZ
 SULPHUR          ,KUXL
 TALLULAH/VICKSBU ,KTVR
 VENICE HELIPORT  ,K1B7
 VENICE/HELIPORT  ,K3V8
 VENICE           ,K7R1
 VERMILION 331    ,KVQT
 VERMILLION26OILP ,KVNP
 VERMILLION AREA  ,KVRX
 VERMILLION       ,K7W2
 VIDALIA/CONCORDI ,K0R4
 WALKER RIDGE 29  ,KWBF
 W. CAMERON 522   ,KW76
 W. CAMERON 556   ,K37C
 W. CAMERON 560   ,KW60
 W. CAMERON 587   ,K7B5
 WINNFIELD PROFIL ,    
 ASHBURNHAM       ,K9B4
 AYER             ,KAYE
 BARRE FALLS      ,K8B5
 BEDFORD          ,KBED
 BEVERLY          ,KBVY
 BLUE HILL OBS    ,    
 BOSTON           ,KBOS
 BOSTON/RFC       ,KTAR
 BOSTON/TAUNTON   ,KBOX
 BUZZARDS BAY (L  ,    
 CHATHAM          ,    
 CHATHAM          ,KCHH
 CHATHAM          ,KCQX
 CHICOPEE/WESTOVE ,    
 CHICOPEE/WESTOVE ,KCEF
 EAST MILTON      ,KMQE
 FALMOUTH/OTIS AB ,KFMH
 FITCHBURG        ,KFIT
 GARDNER          ,KGDM
 G BARRINGTON     ,KGBR
 HYANNIS          ,KHYA
 KNIGHTVILLE      ,K7B2
 LAWRENCE         ,KLWM
 MARSHFIELD       ,K3B2
 MARSHFIELD       ,KGHG
 MARTHAS VINEYARD ,KMVY
 NANTUCKET        ,KACK
 NEW BEDFORD      ,KEWB
 NEWBURYPORT      ,K2B2
 NORTH ADAMS      ,K2B6
 NORTH ADAMS      ,KAQW
 NORWOOD          ,KOWD
 ORANGE           ,KORE
 PITTSFIELD       ,KPSF
 PLYMOUTH         ,KPYM
 PROVINCETOWN     ,KPVC
 SOUTH WEYMOUTH   ,KNZW
 TAUNTON          ,KTAN
 WESTFIELD        ,KBAF
 WORCESTER        ,KORH
 WORTHINGTON      ,KWOR
 ABERDEEN/PHILLIP ,KAPG
 ANDREWS AFB      ,KADW
 ANNAPOLIS/NAVAL  ,KNAK
 BALTIMORE/DWNTWN ,KDMH
 BALTIMORE/MARTIN ,KMTN
 BALTO/WASH INTL  ,KBWI
 CAMBRIDGE-DORCH  ,KCGE
 CAMP DAVID       ,KDVD
 CAMP SPRING/NCEP ,KWNO
 CAMP SPRINGS/CPC ,KWNC
 CAMP SPRINGS/DBC ,KWNB
 CAMP SPRINGS/HPC ,KWNH
 CAMP SPRINGS/MPC ,KWNM
 CARROLL CNTY     ,KDMW
 CLINTON          ,KW32
 COLLEGE PARK     ,KCGS
 CUMBERLAND REG   ,KCBE
 EASTON/NEWNAM    ,KESN
 FORT MEADE       ,KFME
 FORT RITCHIE     ,KJWX
 FORT RITCHIE/SIT ,K43M
 FREDERICK        ,KFDK
 GAITHERSBURG     ,KGAI
 GARRETT CO       ,K2G4
 HAGERSTOWN       ,KHGR
 NSF THURMONT     ,KRSP
 OCEAN CITY       ,KN80
 OCEAN CITY       ,KOXB
 PATUXENT RIVER   ,KNHK
 RIDGELY          ,KRJD
 SALISBURY        ,KSBY
 STEVENSVILLE     ,KW29
 ST MARYS (DUKE)  ,K2W6
 THOMAS POINT     ,    
 WEBSTER NAVAL    ,KNUI
 WESTMINSTER      ,KEMI
 AUBURN/LEWISTON  ,KLEW
 AUGUSTA          ,KAUG
 BANGOR           ,KBGR
 BAR HARBOR       ,KBHB
 BRUNSWICK NAS    ,KNHZ
 CARIBOU          ,    
 CARIBOU          ,KCAR
 CARRABASSETT     ,KB21
 CLAYTON LAKE     ,K40B
 EASTPORT         ,K47B
 EASTPORT         ,KEPM
 FRENCHVILLE      ,KFVE
 FREYBURG         ,KB20
 FRYEBURG         ,KIZG
